,Area,Job_title,Company,Experience,Salary,Location,Description,Tag assosiated,Posting_date
378,EDP Jobs,Assistant / Deputy Manager - EDP,THE GLOBAL ZONE HR SERVICES,5-10 Yrs,"4,00,000 - 6,00,000 PA.",Rewari, Should have the certification in ABAPEngineering Graduates / MCAShould have at least 5 ...,"EDP, SAP, Inventory Management, Materials, ABAP",30+ Days Ago
379,EDP Jobs,EDP Incharge ,mycitypune,3-4 Yrs,Not disclosed,Pune, Candidate should have experience in the same field for 3- 4 years. Salary : No bar for ...,"assembly language, JavaScript, Real Time Operating Systems, .NET, HTML, Oracle, SQL",30+ Days Ago
380,EDP Jobs,EDP Manager,mycityband,3-5 Yrs,Not disclosed,"Ahmedabad, Hyderabad", Candidate should be MCA / B.Tech / equivalent with 3 - 5 Years of experience in IT indu...,Export import,30+ Days Ago
381,EDP Jobs,EDP Executive,Aakash Institute,8-12 Yrs,Not disclosed,Delhi, Graduate with prior experience in desktop publishing;Analyzing data and make reports as...,"Data analysis, Software packages, VLOOKUP, Corel Draw, Desktop publishing, Advanced Excel, MS Word, Photoshop",30+ Days Ago
382,EDP Jobs,IT Head/manager,Signature HR services,10-15 Yrs,"20,00,000 - 25,00,000 PA.",Mumbai," Manage information technology and computer systems Design, develop, implement and coord...","Head IT Infrastructure, BCA, EDP Management, Computer Science, Computer, it manager, MCA, IT Infrastructure Management",19 Days Ago
383,EDP Jobs,MIS Manager,Paragon Digital Services Pvt Ltd,10-15 Yrs,Not disclosed,Chennai, Responsibilities Must have had 10+ yrs of experience in managing MIS / PMO function for...,"PMP, Due diligence, Process mapping, Transition management, Transition, ITES, Digital marketing, Stakeholder management",None
384,EDP Jobs,Incident Management,Capgemini Technology Services India Limited,4-6 Yrs,Not disclosed,Pune, Experience: 4-6 Years,"IT services, Change management, Service level, IT infrastructure, Incident management, Management, Business intelligence",None
385,EDP Jobs,Data Engineer - AI,Snaphunt,0-5 Yrs,Not disclosed,"Delhi NCR, Mumbai, Bengaluru", You have prior experience within a Data Engineer or similar roleDemonstrated experience...,"Creative Solutions, Algorithms, Scalability, Artificial Intelligence, Computer Science, Neural Networks, Big Data, Applied Mathematics",2 Days Ago
386,EDP Jobs,Devops Engineer (kubernetes),Snaphunt,3-8 Yrs,Not disclosed,Bengaluru," You have at least 3 years experience, ideally within a Software Engineer roleBuilding t...","Technical Documentation, Business Intelligence, Customer Experience, Software Engineering, Continuous Improvement, Computer Science, Digital Transformation, System Troubleshooting",2 Days Ago
387,EDP Jobs,Cloud Infrastructure Administrator,VMware India,5-8 Yrs,Not disclosed,Bengaluru, ? Work on Weekends and Rotating shift? Frequent contact with managerRequirements:? Upco...,"Computer science, Automation, Production support, Disaster recovery, Perl, HTTP, Windows, Firmware",None
388,EDP Jobs,Business Systems Consultant 3,Wells Fargo India Solutions Pvt. Ltd.,7-10 Yrs,Not disclosed,Bengaluru, About the role This role will support the Corporate Asset Liability Management Team wit...,"Stress testing, Automation, Data management, Production support, Asset liability management, Information security, Analytical, Data structures",3 Days Ago
389,EDP Jobs,Valeo Production System Engineer,Valeo India Pvt Ltd,8-10 Yrs,Not disclosed,Chennai, VPS Engineer / Technician is in charge of monitoring the internal production standards ...,"Kaizen, Incharge, Deployment, Management, Continuous improvement, Monitoring, Principal",4 Days Ago
390,Telecom Software Jobs,Telecom Software & Networking,cyborg technology,2-7 Yrs,Not disclosed,"Greater Noida, Noida"," Job Description SS7 , Switching Software , TMN , SNMP , Q3 , TCP / IP , CTI , ATM , RIP...","GSM, Telecom, TDMA, Networking, SS7, ISDN, WAP, SNMP",30+ Days Ago
391,Telecom Software Jobs,Telecom Software & Networking,cyborg technology,2-7 Yrs,Not disclosed,Noida," Telecom Software & Networking - SS7, Switching Software, TMN, SNMP, Q3, TCP/ IP, CTI, A...","gsm, nms, isdn, sdh, ss7, wap, cti, telecom",30+ Days Ago
392,Telecom Software Jobs,VP Engineering Software - Telecom & Mobility Products & Services,GlobalReach Div. Of Outreach Consultants Pvt. Ltd,17-25 Yrs,"50,00,000 - 1 Cr and above PA.",Pune," Would head the company's software development, new product development & production & c...","cloud bases data systems, erp, process improvement, cloud platforms, enterprise integration, sentinal, automation, mobility services",15 Days Ago
393,Telecom Software Jobs,Software Engineer for Telecom,SR Expert Services,3-6 Yrs,Not disclosed,Delhi, Urgent Hiring for Software Engineer for Telecom Profile - Software Engineer for Telecom...,"NMS and IPSMGW For monitoring and Trouleshooting, ONU Designing & Programming, Putty and wireshark software for configuration and Trouleshooting, G-Pon & E-Pon Technologies, AMS, RIP, Tools: linex/unix",30+ Days Ago
394,Telecom Software Jobs,Senior Software Engineer - Java/telecom,Mavenir Systems Pvt Ltd,5-10 Yrs,Not disclosed,Bengaluru(Hebbal), Qualification: B Tech / MCA from reputed college with minimum 6 years of relevant exper...,"Gateways, Spring Boot, HTTP, Spring, SOAP, Core Java, MMS, Design Development",30+ Days Ago
395,Telecom Software Jobs,Software Developer - Telecom Industry,HR Devi and Associates,3-5 Yrs,Not disclosed,Bengaluru," Job Description 1. Strong hands on experience in C, C programming in Linux operating sy...","Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML",30+ Days Ago
396,Telecom Software Jobs,Software Developer - Telecom Industry,HR Devi and Associates,3-5 Yrs,Not disclosed,Bengaluru," Job Description 1. Strong hands on experience in C, C programming in Linux operating sy...","Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML",30+ Days Ago
397,Telecom Software Jobs,Senior C Developer,Oracle India Pvt. Ltd.,6-10 Yrs,Not disclosed,Bengaluru, Bachelors or MCA equivalent engineering / computer science education spanning 4 yearsEx...,"c software developer, c++, oracle, C, c / c++ developer, c programmer, telecom protocols, cam",10 Days Ago
398,Telecom Software Jobs,Senior Technical Leader | Telecom | Test Case Development,El Dorado Services,7-12 Yrs,Not disclosed,Bengaluru, Engineering/ science degree or equivalent academic qualifications/ experience;7 years o...,"development, channel partners, professional s, 3g, academic, telecom, lte, software programming",30+ Days Ago
399,Telecom Software Jobs,Software Customer Support Protocol High Layers,itForte Staffing Services Private Ltd.,3-8 Yrs,Not disclosed,Delhi, Keep up-to-date on platform knowledge and methodologies REQUIREMENTS: Professional skil...,"RTOS, GSM, Telecom, JTAG, Software configuration management, Debugging, Customer support, GPRS",30+ Days Ago
400,Telecom Software Jobs,VoIP / Asterisk SIP Developer,OnlineVoIP Solutions Pvt. Ltd.,3-5 Yrs,Not disclosed,Ahmedabad, VOIP software development - Asterisk development experience - SIP Development experienc...,"development, software, VOIP, professional services, it, Information technology, Telecom, phone",30+ Days Ago
401,Telecom Software Jobs,VoIP / Asterisk / SIP Developer,OnlineVoIP Solutions Pvt. Ltd.,2-7 Yrs,Not disclosed,Ahmedabad," If you are a Asterisk Developer with VOIP Developer and SIP Developer experience, pleas...","development, software development, information technology, software, asterisk, pbx, it, experience",30+ Days Ago
402,Telecom Software Jobs,Software Customer Support Protocol High Layers,itForte Staffing Services Private Ltd.,3-8 Yrs,Not disclosed,Delhi, Keep up - to - date on platform knowledge and methodologies REQUIREMENTS: Professional ...,"GSM, RTOS, Telecom, English, Software configuration management, Technical skills, Service, Customer support",30+ Days Ago
403,Telecom Software Jobs,Module Lead - Network Planning Software - React UI,Ciena India Private Ltd.,5-10 Yrs,Not disclosed,Gurgaon, The successful candidate will be expected follow a disciplined approach to software dev...,"Telecom, Linux, Networking, MySQL, Javascript, Agile, Data structures, Troubleshooting",30+ Days Ago
404,Telecom Software Jobs,Telecom Billing Expert,Right Step Consulting,10-15 Yrs,Not disclosed,Gurgaon, Job Description Role purpose: To provide Technical Leadership on Proactive Operational ...,"Unix, Telecom, XML, Billing, PLSQL, Perl, DBMS, Oracle 10G",30+ Days Ago
405,Telecom Software Jobs,Junior Engineer Trainee-Telecom,Right Step Consulting,0-1 Yrs,Not disclosed,Delhi, Additional Information Salary: Not Disclosed by Recruiter Industry:IT- Software / Softw...,"Telecom, Networking, Layout, Junior Engineer Trainee, Technical, Ethernet, Software, OSP",30+ Days Ago
406,Telecom Software Jobs,Senior Software Engineer /technical Lead - 3g-umts/4g-lte Testing,Triadss Tech Solutions,5-8 Yrs,Not disclosed,Chennai, Senior Software Engineer /Technical Lead - 3G-UMTS/4G-LTE Testing & Support Excellent O...,"UMTS, 4G, eNodeB, 3G, Technical Support, Telecom Testing, Cisco ios, LTE",30+ Days Ago
407,Telecom Software Jobs,VoIP / Asterisk / SIP Developer,OnlineVoIP Solutions Pvt. Ltd.,2-5 Yrs,Not disclosed,Ahmedabad, Job Description : VOIP software development - Asterisk development experience - SIP Dev...,"development, software development, information technology, software, asterisk, pbx, it, experience",30+ Days Ago
408,Telecom Software Jobs,"Software Development Engineer ,  Senior",CSG International,7-10 Yrs,Not disclosed,Bengaluru," 15741 Software Development Engineer , Senior (Open) Position Type: Full time Location(s...","Unix, Software development methodologies, development, technical, software, administration, testing, test driven development",30+ Days Ago
409,Telecom Software Jobs,Genesys Developer - Cisco & Avaya Platform,Anbiya Technologies,5-9 Yrs,Not disclosed,Bengaluru, Required Skills : - 5 to 8 years of experience years of professional experience in soft...,"Telecom, IP Telephony, software development, Inbound Voice, Cisco, Genesys, T - ServerSIP, Troubleshooting",30+ Days Ago
410,Telecom Jobs,Telecom Engineer_AIROLI,Trigent Software Limited,1-3 Yrs,"2,50,000 - 4,50,000 PA.",Mumbai, Shifts: Rotational including night shift(2 way cab is provided)We are also a Microsoft ...,"night shift, revenue assurance, rf engineering, software development, management skills, effective communication skills, telecom billing, ms office",None
411,Telecom Jobs,Telecom/network Solution Architech-telecom/network Solutioning,Accenture Solutions Pvt Ltd,1-3 Yrs,Not disclosed,Mumbai, Job Summary You will be aligned with our Solution Architecting vertical and help us int...,"Telecom, Automation, SAS, Networking, Manager Technology, Sales process, Individual Contributor, Business case",4 Days Ago
412,Telecom Jobs,Telecom/network Solution Architech-telecom/network Solutioning,Accenture Solutions Pvt Ltd,7-8 Yrs,Not disclosed,Noida," You should drive true solution differentiation through automation, analytics, liquid, c...","Telecom, Automation, SAS, Networking, Senior management, Billing, Sales process, Management",9 Days Ago
413,Telecom Jobs,Telecom/network Solution Architech-telecom/network Solutioning,Accenture Solutions Pvt Ltd,3-5 Yrs,Not disclosed,Mumbai, Job Summary You will be aligned with our Solution Architecting vertical and help us int...,"Telecom, Automation, SAS, Networking, Senior Analyst, Manager Technology, Sales process, Individual Contributor",9 Days Ago
414,Telecom Jobs,Drive Test Engineer,Innovis Telecom Services Pvt Ltd,3-6 Yrs,Not disclosed,Gurgaon, Must be willing to travel for long periods stretching 6 months;Job Experience : Must ha...,"GSM, Telecom, Actix, 3G, Drive test tool, Telecommunication, RF planning, Test planning",30+ Days Ago
415,Telecom Jobs,Power BI Developer with a Telecom Company For a contract of 3-5Months,Lobo Staffing Solutions Private Limited,2-4 Yrs,"3,50,000 - 4,75,000 PA.",Delhi, Need to have experience in creating calculated measures and columns with DAX in MS Powe...,"mdx, microsoft power bi, BSS, ssas, olap, dax, power bi desktop, cube",9 Days Ago
416,Telecom Jobs,QA and Support Engineer- Telecom,Client Of Sampoorna,1-3 Yrs,Not disclosed,Noida," Candidate Experience Should Be : 1 To 3 Candidate Degree Should Be : BE-Comp / IT, BE-O...",Support and Commissioning,12 Days Ago
417,Telecom Jobs,Signaling & Telecom Engineer,EGIS India Consulting Engineers Pvt. Ltd.,8-13 Yrs,Not disclosed,Kolkata, Required fields Civility Sir Madam Name First name Email Country - None - Afghanistan A...,"GIS, Telecom, French, Aviation, WAN, Project management, Telecommunication, Data mining",30+ Days Ago
418,Telecom Jobs,TELECOM ENGINEER,Foundation Manpower Management,0-4 Yrs,Not disclosed,Kolkata," Job Responsibility : 1. Design, install & troubleshoot the telecommunication systems. 2...","Telecom, Hardware networking, Manpower management, C, Networking, Transmission, Telecommunication, Hardware",30+ Days Ago
419,Telecom Jobs,Telecom Engineer - Saudi Arabia,Confidential,7-12 Yrs,"20,00,000 - 25,00,000 PA.",Saudi Arabia," Must have good communicationMust have experience in Network NB-IoT, LoraWAN, etc","telecommunication engineering, nb - iot, lorawan, telecom engineering",30+ Days Ago
420,Telecom Jobs,IP Network Planning & Optimization Engineer,Innovis Telecom Services Pvt. Ltd.,5-9 Yrs,Not disclosed,Bengaluru," Network Planning of Products like Cisco, Juniper, Huwai, ( routers/ Switches, Firewall)...","optimization, firewall, switches, troubleshooting, telecom, ccna, routers, cisco",30+ Days Ago
421,Telecom Jobs,Responsibility Matrix - Engineer DT,Telecom Network Solutions Pvt Ltd.,0-2 Yrs,Not disclosed,other location, 1.0 Purpose : To complete the drive test and analysis of test log 2.0 Objective : To co...,"GSM, Telecom, EMF survey, 4G, 3G, Microwave, Radio, LTE",30+ Days Ago
422,Telecom Jobs,Urgent Opening For Network or Telecom Engineer @ Bangalore,Magnum Networks Support Pvt Ltd,2-4 Yrs,"3,00,000 - more than 3,00,000 PA.",Bengaluru(Rajaji Nagar), Supporting Telecom Network on daily basis.Daily health check and monitoring of NOC and ...,"NOC, Networking, Telecom Engineering, NOC Engineer, Troubleshooting, Telecom Network, Jupiter Switching",3 Days Ago
423,Telecom Jobs,Telecom Engineer,CellOne Networks,0-1 Yrs,Not disclosed,India, Person should have enough knowledge of RF and Telecom Sector. Basic Knowledge of BTS. R...,"Telecom, RF, HR, RF testing, Testing",30+ Days Ago
424,Telecom Jobs,Telecom Rigger,Trignotek Systems Private Limited,0-1 Yrs,Not disclosed,Kerala," To climb telecom towers Installation of BTS and E-Node B Installation of Microwave, CDM...","GSM, Power system, Telecom, Telecom engineering, Civil, IT hardware, Cdma, NEC",30+ Days Ago
425,Telecom Jobs,Telecom/network Solution Architech-telecom/network Solutioning,Accenture Solutions Pvt Ltd,10-15 Yrs,Not disclosed,Bengaluru, Job Summary You will be aligned with our Solution Architecting vertical and help us int...,"Telecom, Automation, SAS, Networking, Senior management, Manager Technology, Sales process, Business case",30+ Days Ago
426,Telecom Jobs,Hardware/Telecom Engineer,U & V Consulting Group,2-7 Yrs,Not disclosed,Delhi, Hardware/ Telecom Engineer,Hardware/Telecom Engineer,30+ Days Ago
427,Telecom Jobs,Telecom/network Solution Architech-telecom/network Solutioning,Accenture Solutions Pvt Ltd,1-3 Yrs,Not disclosed,Chennai," You should drive true solution differentiation through automation, analytics, liquid, c...","Telecom, Automation, SAS, Networking, Manager Technology, Sales process, Individual Contributor, Business case",30+ Days Ago
428,Telecom Jobs,Telecom Engineer,Naptune Infracom,2-5 Yrs,Not disclosed,Mumbai, Candidate should have good experience in Microwave Installation Commissioning in Teleco...,"Telecom, Microwave installation, Networking, Network infrastructure, Infrastructure, OFC",30+ Days Ago
429,Telecom Jobs,Telecom/network Solution Architech-telecom/network Solutioning,Accenture Solutions Pvt Ltd,3-5 Yrs,Not disclosed,Chennai," You should drive true solution differentiation through automation, analytics, liquid, c...","Analyst, Telecom, Automation, SAS, Networking, Manager Technology, Sales process, Individual Contributor",30+ Days Ago
430,Legal Jobs,Manager - Legal Bangalore/senior Lawyer,Citilights Estates Pvt. Ltd.,7-10 Yrs,Not disclosed,Bengaluru, Desire Profile : LLB Graduate with minimum 15 years experience in Real Estate IndustryD...,"deeds, llb, due diligence, real estate, agreements, lawyer activities, advocate, sr. law officer",7 Days Ago
431,Legal Jobs,Associate Manager Legal - Brand Protection,Procter & Gamble,5-10 Yrs,Not disclosed,Mumbai," Required Candidate profileDemonstrated willingness and integrity are paramount, as is t...","promotions, brand protection, litigation, compliance, packaging development, Legal, training, law enforcement",None
432,Legal Jobs,Legal Manager with Yomoyo Blossom Technology,Yomoyo Blossom Technology Private Limited,3-5 Yrs,"10,00,000 - 15,00,000 PA.","Mumbai, Thane", assessing the local legal system and possible legal risks Qualifications: At least 3 ye...,"legal management, indian litigation, due diligence, drafting, legal advice, lawyer activities, Indian Law",4 Days Ago
433,Legal Jobs,Legal Associates,Ethical Manpower Services Pvt. Ltd,2-7 Yrs,Not disclosed,"Faridabad, haryana", Assisting Head Legal in handling any matter. Assisting External Counsel in the litigati...,"Legal Associate, Counsellor, Business Head, Networking, Legal Head, Litigation, Consulting, Business law",4 Days Ago
434,Legal Jobs,Senior / Executive - Legal,Evolute Systems Private Limited.,3-8 Yrs,Not disclosed,Mumbai," Ability to work under high stressful condition must be organized, precise and perfect i...","Drafting, Arbitration Law, Legal Advice, legal matters, Legal Services, Legal Notices, Consumer Protection, Vetting",4 Days Ago
435,Legal Jobs,"Hiring For Assistant Manager- Legal @ Walplast, Navi Mumbai",DRYCHEM SOLUTIONS PRIVATE LIMITED,2-7 Yrs,"4,75,000 - 5,50,000 PA.",Navi Mumbai, We are currently hiring for the position of Assistant Manager- Legal for our Head offic...,"factories act, Labour Laws, Legal Notices, Trademark, corporate law, non litigation, Drafting, Legal Documentation",11 Days Ago
436,Legal Jobs,Assistant Manager/deputy Manager - Legal - FMCG - LLB,Synergy Consultants,2-5 Yrs,Not disclosed,Gurgaon," Law college Qualifications : LLB mandatory, preferably from topExperience : 5 - 8 years","Drafting, Llb, Legal, FMCD, NDA, Agreements, FMCG, Corporate Law",2 Days Ago
437,Legal Jobs,Head - Legal & Company Secretary - Liquor Manufacturer,Bright Consultant,15-25 Yrs,Not disclosed,Delhi," Developing Standard Operating Procedures (SOP) for the company, wherever requiredCandid...","Corporate Secretarial, Legal management, Compliance, drafting, Contract Management, Legal, Corporate Law, Regulatory Compliance",2 Days Ago
438,Legal Jobs,Assistant Mgr/ Deputy Mgr - Legal & Company Secretary - FMCG - LLB,Synergy Consultants,2-5 Yrs,Not disclosed,Gurgaon, Should be able to collaboratively work across functions / geographies (Regional / Globa...,"MoU, Company Secretary, Product Management, Llb, Law, Legal, Secretarial Activities, Agreements",2 Days Ago
439,Legal Jobs,Legal Executive,KARIX MOBILE PRIVATE LIMITED,1-3 Yrs,Not disclosed,"Mumbai, Hyderabad", 1-2 years (Post Qualification) should have minimum1 year of experience in LegalRequirem...,"drafting, litigation matters, legal agreements, litigation agreements, contract review, litigation contracts, legal, agreements",None
440,Legal Jobs,Manager - Legal,Wadhwani AI,5-10 Yrs,Not disclosed,Mumbai, We are actively looking to hire talented individuals who are passionate about developin...,"Procurement, Financial inclusion, Litigation, Artificial Intelligence, Healthcare, Research, Management, Risk management",3 Days Ago
441,Legal Jobs,Legal Manager - Corporate,SURYODAY SMALL FINANCE BANK LIMITED,5-10 Yrs,"9,00,000 - 13,00,000 PA.",Navi Mumbai, 1.Drafting vendor Â agreements including Technology.2.DraftingÂ legalÂ notice and reply...,"Drafting, Banking Law, Legal Issues, Petitions, Legal Management, Agreements, Corporate Law",3 Days Ago
442,Legal Jobs,Associate Legal Counsel - Data Privacy,Maersk Line,3-8 Yrs,Not disclosed,Mumbai, We are looking to hire Associate Legal Counsel for our Legal Team in Mumbai location Ma...,"Global Data Privacy, Internal Data Policies, Contract Drafting, contract review, data protection, gdpr legislation, data privacy, Lawyer",4 Days Ago
443,Legal Jobs,Legal Manager ,Reliance Jio Infocomm Limited,8-10 Yrs,Not disclosed,Mumbai," Develop monitor the legal validation process as per local central requirement, Issuance...","Real estate construction, SAP, Litigation, Legal, Monitoring",6 Days Ago
444,Legal Jobs,Legal Secretary,All India Football Federation,2-7 Yrs,Not disclosed,Delhi, Key Responsibilities: Handle secretarial and administrative tasks of the legal departme...,"Administration, SUB, Shorthand, Interpersonal skills, Usage, Legal Secretary, Litigation management, Litigation",8 Days Ago
445,Legal Jobs,Legal Executive,Seven Consultancy,1-4 Yrs,Not disclosed,Chennai," 1.Drafting & Vetting of agreements such as, Memorandum of Understanding, Letter of Inte...","Due diligence, Assistant Manager Legal, Claims, Legal compliance, Litigation management, Legal, Appeals, Outsourcing",9 Days Ago
446,Legal Jobs,Junior Legal Executive,Motivfly Consultancy Services,1-2 Yrs,Not disclosed,Ludhiana, Skills:- Excellent communication skills both Written Verbal. Ability to multi-task and ...,"Legal Executive, Litigation, Legal, Legal research, IPR, Legal documentation, Management",10 Days Ago
447,Legal Jobs,Legal Manager,OPPO Mobiles India Pvt. Ltd,7-11 Yrs,Not disclosed,Gurgaon(Cyber City), Provide leadership and expert advice to Senior Executives and stakeholders to facilitat...,"contract management, vetting, litigation, legal advice, drafting, compliance, legal documentation, factory act",11 Days Ago
448,Legal Jobs,Legal Intern - SSRANA,S. S. Rana & Co.,0-1 Yrs,Not disclosed,Delhi," & Assist seniors in research work related to any legal matter., Draft and study legal d...","Translation, Excel, Analytical, Legal, Legal Intern, Research, Legal documentation, MS Office",9 Days Ago
449,Legal Jobs,"Associate Director  India  Lead   Legal, Ethics and Compliance",Biocon Limited,11-18 Yrs,Not disclosed,Bengaluru, A. Role The senior team member of Biocon Biologics' Legal function will be responsible ...,"Legal Aspects, Legal Advice, Global Compliance, Legal Research, Intellectual Property, Employment Law, Due Diligence, Corporate Law",12 Days Ago
450,Packaging Jobs,Assistant Stores (packaging Material) -delhi-jmpl,J.Mitra and Co. Pvt. Ltd,0-5 Yrs,Not disclosed,other city, To update & circulate the status of auto generates E-mail below the minimum inventory l...,"QA, Purchase, Material Management, QC Engineering, Personnel, Standard Operating Procedures",None
451,Packaging Jobs,Graphic Designer - Packaging Artwork / Prepress Executive,FROQ FAR EAST BRAN SERVICES PRIVATE LIMITED,2-7 Yrs,"2,50,000 - 5,00,000 PA.",Chennai," Create packaging artwork files by understanding provided information, guidelines, desig...","prepress executive, carton, prepress, adobe creative suite, packaging development, artpro, photoshop, box",15 Days Ago
452,Packaging Jobs,Senior Packaging Development Manager,Learnimo Systems,8-13 Yrs,Not disclosed,Delhi, We are looking to hire a talended and aggressive manager to work in our packaging divis...,"Printing, Packaging Procurement, packaging manager, print proofing, new product packaging, packaging, Packaging Design, Packaging Standardization",9 Days Ago
453,Packaging Jobs,Sr.packaging Engineer - Pune - Automobile - Randstad Payroll,RANDSTAD INDIA PVT LTD,5-10 Yrs,"50,000 - 3,00,000 PA.",Pune," Good knowledge base on packaging materials, formats, and equipment","Design, CATIA, Engine Cooling, Packaging Engineering, CAD, Manufacturing, MS Office, Solid Works",9 Days Ago
454,Packaging Jobs,Senior Packaging Artworker,Hogarth Worldwide,5-10 Yrs,Not disclosed,Chennai, Responsibilities The Role We are currently seeking an eager Senior Packaging Artworker ...,"Packaging, Workflow, Customer service, Asset management, microsoft, Photoshop, Operations, Print media",10 Days Ago
455,Packaging Jobs,Packaging And Labeling Specialist,Motivfly Consultancy Services,1-2 Yrs,Not disclosed,Ludhiana, Qualification - Graduation in Any Field Job Responsibilities - Label Proofing. Create P...,"Pharma, Packaging, Conceptualization, Consultancy",10 Days Ago
456,Packaging Jobs,Blister Packaging Machine Operator,Motivfly Consultancy Services,2-3 Yrs,Not disclosed,Guwahati, Qualification : Graduate/ Post Graduate Experience : Machine Operator Who Can Operate a...,"Training, Junior Staff, Pharma, Packaging Machine Operator",10 Days Ago
457,Packaging Jobs,Packaging Development Executive,Seven Consultancy,3-5 Yrs,Not disclosed,Hyderabad," : 4 to 5 Lakhs : Hyderabad, Telangana, India VACANCIES : 1 QUALIFICATION : Any Graduate...","Market complaints, Executive Packaging Development, Inventory management, Manager Quality Control, Management, Material procurement, Executive Quality Control, Monitoring",12 Days Ago
458,Packaging Jobs,Manager Packaging Development,Dharampal Satyapal Limited,5-10 Yrs,Not disclosed,"Delhi NCR, Noida", 1.Responsible for maintaining and improving the packaging of existing products through ...,"packaging operations, vendor development, purchase",9 Days Ago
459,Packaging Jobs,Sr.packaging Executive (laminates/food Industry/ 100 SKU Handling),Amar Tea Private Limited,5-10 Yrs,"3,00,000 - 7,00,000 PA.",Mumbai(Parel), 1. Develop specifications for existing and new packaging materials and process protocol...,"pet jars, Vendor Development, Supplier Audit, Purchase Order, Vendor Management, shrinkwraps, Marketing, ERP System",4 Days Ago
460,Packaging Jobs,Leader - Packaging Procurement - APAC Region,Synergy Consultants,10-18 Yrs,Not disclosed,Mumbai, The individual is also required to work with global procurement team & business stakeho...,"Procurement, Category Management, Packaging, Category Strategy Development, Sourcing",2 Days Ago
461,Packaging Jobs,Packaging,Ashkom Media India Private Limited,0-3 Yrs,"90,000 - 1,25,000 PA.","Vasco Da Gama, Panjim"," We have opening for 12th pass, ITI/Diploma, graduate.Location - Ponda - GoaSalary - 8k ...","Unskilled, Packaging",4 Days Ago
462,Packaging Jobs,Packaging Development Executive/Manager,R R Packaging,2-4 Yrs,Not disclosed,Pune," Knowledge of Packaging Change-parts , development of Keylines , have understanding of t...","Executive Packaging Development, Compliance, Packaging, Testing",30+ Days Ago
463,Packaging Jobs,Packaging and Labeling Specialist,AXCESS CONSULTANCY SERVICES,1-6 Yrs,Not disclosed,Ludhiana, Packaging and Labeling Specialist (Male / Female) Experience Min. 1 year Qualification ...,"Packaging, Conceptualization, Cosmetics, FMCG",30+ Days Ago
464,Packaging Jobs,Warehouse - Store Trainee (packaging Materials/finished Goods),Finecure Pharmaceuticals Ltd,0-2 Yrs,Not disclosed,Ahmedabad, Supervision and execution of Batch packaging record during packaging activityDocumentin...,"Environmental Monitoring, Receiving, Finished Goods",23 Days Ago
465,Packaging Jobs,Manager Packaging,Finecure Pharmaceuticals Ltd,7-10 Yrs,Not disclosed,Ahmedabad, To prepare/ review of batch packaging recordsMust have leadership qualities to lead tea...,"pharmaceutical printing development, pharmaceutical packaging development, pharmaceutical packaging, Packaging, pharma packaging development, pharma production packaging, pharmaceutical production packaging, Pharma packaging",26 Days Ago
466,Packaging Jobs,Packaging in-charg,GLAN MANAGEMENT CONSULTANCY,5-10 Yrs,Not disclosed,Noida," Job Description:Position: Packaging in-charge (Garment Export)Location: sector-64, noid...","Packing Supervisor, Incharge, Packaging, PHP, garment export, Consultancy, HTTP, Management",30+ Days Ago
467,Packaging Jobs,Artwork (Packaging and Development),TherDose Pharma Pvt. Ltd.,2-5 Yrs,Not disclosed,Hyderabad, Artwork (Packaging and Development),"pakage, Artwork, Packaging, Development",30+ Days Ago
468,Packaging Jobs,Packaging & Dispatch Supervisors,Prism Manpower Services,3-5 Yrs,Not disclosed,"Mumbai, Thane"," To supervise shop floor Operations of material loading / unloading, packaging - Checkin...","Supervisor, Dispatch Supervisor, Shop floor, Packaging, Management, Monitoring",30+ Days Ago
469,Packaging Jobs,Packaging Master,mycityband,6-9 Yrs,Not disclosed,"Ahmedabad, Hyderabad", Candidate should be a local resident. Should have minimum 6 months experience of packag...,"Share broking, Packaging",30+ Days Ago
470,Pharma Jobs,Opening in Strides Pharma For Formulation Quality Control in Chennai,Strides Pharma Science Ltd.,3-7 Yrs,"3,50,000 - 8,50,000 PA.",Chennai," Qualification: B Pharma, M-Pharma, MSc (Chemistry)Experience: 3 to 7 Years","UV, QC, IR, KF, GC, HPLC, Quality Control",3 Days Ago
471,Pharma Jobs,Pharma Professional,Appoint Info,1-6 Yrs,Not disclosed,"Ahmedabad, Bavla", Pharma Professional - Healthcare Pharma Lab at Bavla AhmedabadPharma Professionals for ...,"AOCP, MR, Regulatory, R & D Lab, QA, Lab Assistant, B Pharma, Instrument Chemist",12 Days Ago
472,Pharma Jobs,Editorial Reviewer - Pharma (full-time; Work-from-home),Cactus Communications,0-5 Yrs,Not disclosed,"Mysore, Bengaluru, Hyderabad"," Note: This is a fulltime opportunity, not part-time or freelanceAccording to this Gallu...","pharma and biotech, pharmaceuticals, r&d and pharmaceuticals, pharma and clinical research, english trainer, proof reading, editing, pharmaceuticals and biotechnology",2 Days Ago
473,Pharma Jobs,Export / International Marketing @ Pharma- Manager / Executive,VEKOCARE PVT LTD,2-7 Yrs,"2,50,000 - 6,00,000 PA.",Pune(Shivaji Nagar), Looking for International Marketing Executive OR Manager .Person will be responsible fo...,"pharmaceutical, exports senior manager, distribution, sales, business generation, marketing, Communication Skills, b2b",None
